pattern,transformation,instances,consistency,confidence
DEP-REL-CHG::punct→advmod::None::None::None::None::None::None::None::None::None::None,advmod,7,1.0,1.0
DEP-REL-CHG::parataxis→amod::None::None::None::None,amod,7,1.0,1.0
DEP-REL-CHG::parataxis→amod::None::None::None::None::None::None::None::None::None::None,amod,7,1.0,1.0
DEP-REL-CHG::parataxis→root::None::None::None::None,root,7,1.0,1.0
DEP-REL-CHG::parataxis→root::None::None::None::None::None::None::None::None::None::None,root,7,1.0,1.0
LENGTH-CHG::6→9::None::None::None::None,9,7,1.0,1.0
LENGTH-CHG::6→9::None::None::None::None::None::None::None::None::None::None,9,7,1.0,1.0
DEP-REL-CHG::nsubj→xcomp::None::None::None::None,xcomp,6,1.0,1.0
DEP-REL-CHG::nsubj→xcomp::None::None::None::None::None::None::None::None::None::None,xcomp,6,1.0,1.0
DEP-REL-CHG::acl→cc::None::None::None,cc,6,1.0,1.0
DEP-REL-CHG::root→ccomp::None::None::None::None,ccomp,6,1.0,1.0
DEP-REL-CHG::root→ccomp::None::None::None::None::None::None::None::None::None::None,ccomp,6,1.0,1.0
DEP-REL-CHG::nsubj→compound:prt::None::None::None,compound:prt,6,1.0,1.0
LENGTH-CHG::15→21::None::None::None,21,6,1.0,1.0
TED-RTED::32→32::None::None::None::None,32,6,1.0,1.0
TED-RTED::32→32::None::None::None::None::None::None::None::None::None::None,32,6,1.0,1.0
DEP-REL-CHG::ccomp→punct::None::None::None::None,punct,6,1.0,1.0
DEP-REL-CHG::ccomp→punct::None::None::None::None::None::None::None::None::None::None,punct,6,1.0,1.0
DEP-REL-CHG::xcomp→nsubj::None::None::None::None,nsubj,6,1.0,1.0
DEP-REL-CHG::xcomp→nsubj::None::None::None::None::None::None::None::None::None::None,nsubj,6,1.0,1.0
DEP-REL-CHG::nmod→advcl::None::None::None,advcl,6,1.0,1.0
DEP-REL-CHG::det→flat::None::None::None,flat,6,1.0,1.0
TED-ZHANG-SHASHA::28→28::None::None::None::None,28,6,1.0,1.0
TED-ZHANG-SHASHA::28→28::None::None::None::None::None::None::None::None::None::None,28,6,1.0,1.0
DEP-REL-CHG::flat→aux::None::None::None::None,aux,6,1.0,1.0
DEP-REL-CHG::flat→aux::None::None::None::None::None::None::None::None::None::None,aux,6,1.0,1.0
DEP-REL-CHG::cc→det::None::None::None::None,det,6,1.0,1.0
DEP-REL-CHG::cc→det::None::None::None::None::None::None::None::None::None::None,det,6,1.0,1.0
DEP-REL-CHG::xcomp→conj::None::None::None,conj,6,1.0,1.0
DEP-REL-CHG::appos→nmod:poss::None::None::None,nmod:poss,6,1.0,1.0
DEP-REL-CHG::xcomp→flat::None::None::None,flat,6,1.0,1.0
DEP-REL-CHG::aux:pass→mark::None::None::None::None,mark,6,1.0,1.0
DEP-REL-CHG::aux:pass→mark::None::None::None::None::None::None::None::None::None::None,mark,6,1.0,1.0
DEP-REL-CHG::nsubj:pass→nsubj::None::None::None::None,nsubj,6,1.0,1.0
DEP-REL-CHG::nsubj:pass→nsubj::None::None::None::None::None::None::None::None::None::None,nsubj,6,1.0,1.0
DEP-REL-CHG::aux:pass→punct::None::None::None,punct,6,1.0,1.0
DEP-REL-CHG::nmod→conj::None::None::None::None,conj,6,1.0,1.0
DEP-REL-CHG::nmod→conj::None::None::None::None::None::None::None::None::None::None,conj,6,1.0,1.0
DEP-REL-CHG::nmod:poss→xcomp::None::None::None,xcomp,6,1.0,1.0
DEP-REL-CHG::advmod→cc::None::None::None,cc,6,1.0,1.0
DEP-REL-CHG::parataxis→conj::None::None::None,conj,6,1.0,1.0
TED-ZHANG-SHASHA::31→31::None::None::None,31,6,1.0,1.0
DEP-REL-CHG::aux:pass→root::None::None::None,root,6,1.0,1.0
DEP-REL-CHG::cc→punct::None::None::None::None,punct,6,1.0,1.0
DEP-REL-CHG::cc→punct::None::None::None::None::None::None::None::None::None::None,punct,6,1.0,1.0
DEP-REL-CHG::nsubj:pass→root::None::None::None::None,root,6,1.0,1.0
DEP-REL-CHG::nsubj:pass→root::None::None::None::None::None::None::None::None::None::None,root,6,1.0,1.0
DEP-REL-CHG::cc→nsubj::None::None::None::None,nsubj,6,1.0,1.0
DEP-REL-CHG::cc→nsubj::None::None::None::None::None::None::None::None::None::None,nsubj,6,1.0,1.0
DEP-REL-CHG::xcomp→ccomp::None::None::None::None,ccomp,6,1.0,1.0
DEP-REL-CHG::xcomp→ccomp::None::None::None::None::None::None::None::None::None::None,ccomp,6,1.0,1.0
TED-SIMPLE::5→5::None::None::None::None,5,6,1.0,1.0
TED-SIMPLE::5→5::None::None::None::None::None::None::None::None::None::None,5,6,1.0,1.0
DEP-REL-CHG::advmod→xcomp::None::None::None,xcomp,6,1.0,1.0
HEAD-CHG::4→6::None::None::None,6,6,1.0,1.0
DEP-REL-CHG::obj→expl::None::None::None,expl,6,1.0,1.0
DEP-REL-CHG::ccomp→advmod::None::None::None,advmod,6,1.0,1.0
DEP-REL-CHG::cc→case::None::None::None::None,case,6,1.0,1.0
DEP-REL-CHG::cc→case::None::None::None::None::None::None::None::None::None::None,case,6,1.0,1.0
DEP-REL-CHG::cc→nmod:poss::None::None::None,nmod:poss,6,1.0,1.0
DEP-REL-CHG::flat→conj::None::None::None,conj,6,1.0,1.0
DEP-REL-CHG::punct→obl:unmarked::None::None::None,obl:unmarked,6,1.0,1.0
DEP-REL-CHG::advmod→ccomp::None::None::None::None,ccomp,6,1.0,1.0
DEP-REL-CHG::advmod→ccomp::None::None::None::None::None::None::None::None::None::None,ccomp,6,1.0,1.0
TED-ZHANG-SHASHA::29→29::None::None::None::None,29,6,1.0,1.0
TED-ZHANG-SHASHA::29→29::None::None::None::None::None::None::None::None::None::None,29,6,1.0,1.0
DEP-REL-CHG::amod→acl::None::None::None,acl,6,1.0,1.0
LENGTH-CHG::18→23::None::None::None,23,6,1.0,1.0
HEAD-CHG::7→5::None::None::None::None,5,6,1.0,1.0
HEAD-CHG::7→5::None::None::None::None::None::None::None::None::None::None,5,6,1.0,1.0
DEP-REL-CHG::flat→ccomp::None::None::None::None,ccomp,6,1.0,1.0
DEP-REL-CHG::flat→ccomp::None::None::None::None::None::None::None::None::None::None,ccomp,6,1.0,1.0
DEP-REL-CHG::compound→compound:prt::None::None::None::None,compound:prt,6,1.0,1.0
DEP-REL-CHG::compound→compound:prt::None::None::None::None::None::None::None::None::None::None,compound:prt,6,1.0,1.0
DEP-REL-CHG::amod→flat::None::None::None::None,flat,6,1.0,1.0
DEP-REL-CHG::amod→flat::None::None::None::None::None::None::None::None::None::None,flat,6,1.0,1.0
HEAD-CHG::7→9::None::None::None::None,9,6,1.0,1.0
HEAD-CHG::7→9::None::None::None::None::None::None::None::None::None::None,9,6,1.0,1.0
TED-RTED::37→37::None::None::None,37,6,1.0,1.0
DEP-REL-CHG::mark→nummod::None::None::None,nummod,6,1.0,1.0
DEP-REL-CHG::amod→cop::None::None::None::None,cop,6,1.0,1.0
DEP-REL-CHG::amod→cop::None::None::None::None::None::None::None::None::None::None,cop,6,1.0,1.0
FW-ADD::ART-ADD→ABSENT::None::None::None::None,ABSENT,6,1.0,1.0
FW-ADD::ART-ADD→ABSENT::None::None::None::None::None::None::None::None::None::None,ABSENT,6,1.0,1.0
DEP-REL-CHG::nmod:poss→conj::None::None::None,conj,6,1.0,1.0
DEP-REL-CHG::amod→conj::None::None::None,conj,6,1.0,1.0
DEP-REL-CHG::ccomp→aux::None::None::None::None,aux,6,1.0,1.0
DEP-REL-CHG::ccomp→aux::None::None::None::None::None::None::None::None::None::None,aux,6,1.0,1.0
DEP-REL-CHG::aux:pass→obl::None::None::None,obl,6,1.0,1.0
DEP-REL-CHG::cc→nmod::None::None::None,nmod,6,1.0,1.0
LENGTH-CHG::19→21::None::None::None,21,6,1.0,1.0
DEP-REL-CHG::aux:pass→amod::None::None::None,amod,6,1.0,1.0
HEAD-CHG::7→6::None::None::None,6,6,1.0,1.0
LENGTH-CHG::16→22::None::None::None,22,6,1.0,1.0
DEP-REL-CHG::acl:relcl→det::None::None::None::None,det,6,1.0,1.0
DEP-REL-CHG::acl:relcl→det::None::None::None::None::None::None::None::None::None::None,det,6,1.0,1.0
TED-ZHANG-SHASHA::34→34::None::None::None,34,6,1.0,1.0
DEP-REL-CHG::root→xcomp::None::None::None::None,xcomp,6,1.0,1.0
DEP-REL-CHG::root→xcomp::None::None::None::None::None::None::None::None::None::None,xcomp,6,1.0,1.0
DEP-REL-CHG::obl:unmarked→amod::None::None::None,amod,6,1.0,1.0
DEP-REL-CHG::xcomp→acl::None::None::None,acl,6,1.0,1.0
DEP-REL-CHG::ccomp→case::None::None::None,case,6,1.0,1.0
DEP-REL-CHG::nsubj→iobj::None::None::None,iobj,6,1.0,1.0
DEP-REL-CHG::mark→cop::None::None::None::None,cop,6,1.0,1.0
DEP-REL-CHG::mark→cop::None::None::None::None::None::None::None::None::None::None,cop,6,1.0,1.0
DEP-REL-CHG::cop→nmod:poss::None::None::None,nmod:poss,6,1.0,1.0
DEP-REL-CHG::ccomp→cop::None::None::None,cop,6,1.0,1.0
DEP-REL-CHG::nmod→nsubj:pass::None::None::None,nsubj:pass,6,1.0,1.0
DEP-REL-CHG::cc→ccomp::None::None::None,ccomp,6,1.0,1.0
DEP-REL-CHG::punct→cop::None::None::None::None,cop,6,1.0,1.0
DEP-REL-CHG::punct→cop::None::None::None::None::None::None::None::None::None::None,cop,6,1.0,1.0
DEP-REL-CHG::aux:pass→cop::None::None::None,cop,6,1.0,1.0
DEP-REL-CHG::aux→advmod::None::None::None,advmod,6,1.0,1.0
DEP-REL-CHG::mark→advcl::None::None::None,advcl,6,1.0,1.0
TED-ZHANG-SHASHA::35→35::None::None::None,35,6,1.0,1.0
DEP-REL-CHG::mark→nmod:unmarked::None::None::None,nmod:unmarked,6,1.0,1.0
DEP-REL-CHG::flat→cop::None::None::None,cop,6,1.0,1.0
LENGTH-CHG::9→10::None::None::None::None,10,6,1.0,1.0
LENGTH-CHG::9→10::None::None::None::None::None::None::None::None::None::None,10,6,1.0,1.0
DEP-REL-CHG::case→acl:relcl::None::None::None,acl:relcl,6,1.0,1.0
DEP-REL-CHG::advcl→aux::None::None::None::None,aux,6,1.0,1.0
DEP-REL-CHG::advcl→aux::None::None::None::None::None::None::None::None::None::None,aux,6,1.0,1.0
TED-ZHANG-SHASHA::33→33::None::None::None,33,6,1.0,1.0
DEP-REL-CHG::aux:pass→case::None::None::None,case,6,1.0,1.0
DEP-REL-CHG::nummod→nmod:poss::None::None::None,nmod:poss,6,1.0,1.0
DEP-REL-CHG::obl:unmarked→obj::None::None::None,obj,6,1.0,1.0
DEP-REL-CHG::root→nmod:poss::None::None::None,nmod:poss,6,1.0,1.0
HEAD-CHG::12→13::None::None::None,13,6,1.0,1.0
DEP-REL-CHG::case→expl::None::None::None,expl,6,1.0,1.0
DEP-REL-CHG::nmod:poss→flat::None::None::None,flat,6,1.0,1.0
DEP-REL-CHG::det→mark::None::None::None,mark,6,1.0,1.0
DEP-REL-CHG::amod→nsubj:pass::None::None::None,nsubj:pass,6,1.0,1.0
DEP-REL-CHG::advmod→obl::None::None::None,obl,6,1.0,1.0
LENGTH-CHG::16→18::None::None::None::None,18,6,1.0,1.0
LENGTH-CHG::16→18::None::None::None::None::None::None::None::None::None::None,18,6,1.0,1.0
DEP-REL-CHG::cop→mark::None::None::None,mark,6,1.0,1.0
LENGTH-CHG::18→17::None::None::None,17,6,1.0,1.0
DEP-REL-CHG::parataxis→nmod::None::None::None::None,nmod,6,1.0,1.0
DEP-REL-CHG::parataxis→nmod::None::None::None::None::None::None::None::None::None::None,nmod,6,1.0,1.0
LENGTH-CHG::16→15::None::None::None::None,15,6,1.0,1.0
LENGTH-CHG::16→15::None::None::None::None::None::None::None::None::None::None,15,6,1.0,1.0
LENGTH-CHG::21→18::None::None::None,18,6,1.0,1.0
DEP-REL-CHG::parataxis→aux:pass::None::None::None,aux:pass,6,1.0,1.0
LENGTH-CHG::19→17::None::None::None,17,6,1.0,1.0
DEP-REL-CHG::obl→compound:prt::None::None::None,compound:prt,6,1.0,1.0
TED-ZHANG-SHASHA::27→27::None::None::None,27,6,1.0,1.0
LENGTH-CHG::16→14::None::None::None,14,6,1.0,1.0
HEAD-CHG::3→5::None::None::None::None,5,6,1.0,1.0
HEAD-CHG::3→5::None::None::None::None::None::None::None::None::None::None,5,6,1.0,1.0
DEP-REL-CHG::iobj→aux::None::None::None,aux,6,1.0,1.0
TED-RTED::39→39::None::None::None,39,6,1.0,1.0
DEP-REL-CHG::appos→conj::None::None::None::None,conj,6,1.0,1.0
DEP-REL-CHG::appos→conj::None::None::None::None::None::None::None::None::None::None,conj,6,1.0,1.0
DEP-REL-CHG::nummod→flat::None::None::None,flat,6,1.0,1.0
LENGTH-CHG::17→18::None::None::None,18,6,1.0,1.0
HEAD-CHG::2→4::None::None::None,4,6,1.0,1.0
DEP-REL-CHG::discourse→nummod::None::None::None,nummod,6,1.0,1.0
DEP-REL-CHG::aux→nsubj:pass::None::None::None,nsubj:pass,6,1.0,1.0
DEP-REL-CHG::obj→nsubj:pass::None::None::None,nsubj:pass,6,1.0,1.0
TED-RTED::40→40::None::None::None,40,6,1.0,1.0
DEP-REL-CHG::punct→acl::None::None::None,acl,6,1.0,1.0
DEP-REL-CHG::nsubj→parataxis::None::None::None,parataxis,6,1.0,1.0
TED-SIMPLE::7→7::None::None::None,7,6,1.0,1.0
LENGTH-CHG::11→19::None::None::None,19,6,1.0,1.0
LENGTH-CHG::9→15::None::None::None::None,15,6,1.0,1.0
LENGTH-CHG::9→15::None::None::None::None::None::None::None::None::None::None,15,6,1.0,1.0
LENGTH-CHG::10→17::None::None::None,17,6,1.0,1.0
DEP-REL-CHG::det→advmod::None::None::None,advmod,6,1.0,1.0
DEP-REL-CHG::parataxis→nmod:poss::None::None::None,nmod:poss,6,1.0,1.0
DEP-REL-CHG::appos→mark::None::None::None,mark,6,1.0,1.0
FEAT-CHG::Tense=Pres→Tense=None::None::None::None,Tense=None,6,1.0,1.0
HEAD-CHG::5→7::None::None::None,7,6,1.0,1.0
DEP-REL-CHG::xcomp→nsubj:pass::None::None::None,nsubj:pass,6,1.0,1.0
LENGTH-CHG::6→10::None::None::None::None,10,6,1.0,1.0
LENGTH-CHG::6→10::None::None::None::None::None::None::None::None::None::None,10,6,1.0,1.0
TED-SIMPLE::2→2::None::None::None,2,6,1.0,1.0
TED-ZHANG-SHASHA::3→3::None::None::None::None,3,6,1.0,1.0
TED-ZHANG-SHASHA::3→3::None::None::None::None::None::None::None::None::None::None,3,6,1.0,1.0
TED-KLEIN::3→3::None::None::None::None,3,6,1.0,1.0
TED-KLEIN::3→3::None::None::None::None::None::None::None::None::None::None,3,6,1.0,1.0
TED-RTED::3→3::None::None::None::None,3,6,1.0,1.0
TED-RTED::3→3::None::None::None::None::None::None::None::None::None::None,3,6,1.0,1.0
LENGTH-CHG::6→7::None::None::None,7,6,1.0,1.0
LENGTH-CHG::7→9::None::None::None,9,6,1.0,1.0
DEP-REL-CHG::det→expl::None::None::None,expl,6,1.0,1.0
DEP-REL-CHG::nsubj:pass→punct::None::None::None::None,punct,6,1.0,1.0
DEP-REL-CHG::nsubj:pass→punct::None::None::None::None::None::None::None::None::None::None,punct,6,1.0,1.0
DEP-REL-CHG::vocative→case::None::None::None,case,6,1.0,1.0
LENGTH-CHG::5→9::None::None::None,9,6,1.0,1.0
FORM-CHG::’→‘::None::None::None,‘,6,1.0,1.0
LENGTH-CHG::8→9::None::None::None::None,9,6,1.0,1.0
LENGTH-CHG::8→9::None::None::None::None::None::None::None::None::None::None,9,6,1.0,1.0
DEP-REL-CHG::amod→fixed::None::None::None,fixed,6,1.0,1.0
DEP-REL-CHG::parataxis→nsubj:pass::None::None::None,nsubj:pass,6,1.0,1.0
DEP-REL-CHG::aux→nmod::None::None::None::None,nmod,5,1.0,1.0
DEP-REL-CHG::aux→nmod::None::None::None::None::None::None::None::None::None::None,nmod,5,1.0,1.0
DEP-REL-CHG::aux→mark::None::None::None::None,mark,5,1.0,1.0
DEP-REL-CHG::aux→mark::None::None::None::None::None::None::None::None::None::None,mark,5,1.0,1.0
DEP-REL-CHG::advcl→compound::None::None::None::None,compound,5,1.0,1.0
DEP-REL-CHG::advcl→compound::None::None::None::None::None::None::None::None::None::None,compound,5,1.0,1.0
DEP-REL-CHG::ccomp→root::None::None::None::None,root,5,1.0,1.0
DEP-REL-CHG::ccomp→root::None::None::None::None::None::None::None::None::None::None,root,5,1.0,1.0
DEP-REL-CHG::case→obl:unmarked::None::None::None::None,obl:unmarked,5,1.0,1.0
DEP-REL-CHG::case→obl:unmarked::None::None::None::None::None::None::None::None::None::None,obl:unmarked,5,1.0,1.0
DEP-REL-CHG::advcl→amod::None::None::None::None,amod,5,1.0,1.0
DEP-REL-CHG::advcl→amod::None::None::None::None::None::None::None::None::None::None,amod,5,1.0,1.0
DEP-REL-CHG::parataxis→mark::None::None::None::None,mark,5,1.0,1.0
DEP-REL-CHG::parataxis→mark::None::None::None::None::None::None::None::None::None::None,mark,5,1.0,1.0
DEP-REL-CHG::nsubj→advcl::None::None::None::None,advcl,5,1.0,1.0
DEP-REL-CHG::nsubj→advcl::None::None::None::None::None::None::None::None::None::None,advcl,5,1.0,1.0
LENGTH-CHG::14→15::None::None::None::None,15,5,1.0,1.0
LENGTH-CHG::14→15::None::None::None::None::None::None::None::None::None::None,15,5,1.0,1.0
DEP-REL-CHG::nsubj→nmod::None::None::None::None,nmod,5,1.0,1.0
DEP-REL-CHG::nsubj→nmod::None::None::None::None::None::None::None::None::None::None,nmod,5,1.0,1.0
DEP-REL-CHG::nsubj→cop::None::None::None::None,cop,5,1.0,1.0
DEP-REL-CHG::nsubj→cop::None::None::None::None::None::None::None::None::None::None,cop,5,1.0,1.0
DEP-REL-CHG::conj→ccomp::None::None::None::None,ccomp,5,1.0,1.0
DEP-REL-CHG::conj→ccomp::None::None::None::None::None::None::None::None::None::None,ccomp,5,1.0,1.0
DEP-REL-CHG::nummod→conj::None::None::None::None,conj,5,1.0,1.0
DEP-REL-CHG::nummod→conj::None::None::None::None::None::None::None::None::None::None,conj,5,1.0,1.0
DEP-REL-CHG::nummod→amod::None::None::None::None,amod,5,1.0,1.0
DEP-REL-CHG::nummod→amod::None::None::None::None::None::None::None::None::None::None,amod,5,1.0,1.0
DEP-REL-CHG::advmod→flat::None::None::None::None,flat,5,1.0,1.0
DEP-REL-CHG::advmod→flat::None::None::None::None::None::None::None::None::None::None,flat,5,1.0,1.0
DEP-REL-CHG::flat→advmod::None::None::None::None,advmod,5,1.0,1.0
DEP-REL-CHG::flat→advmod::None::None::None::None::None::None::None::None::None::None,advmod,5,1.0,1.0
LENGTH-CHG::13→14::None::None::None::None,14,5,1.0,1.0
LENGTH-CHG::13→14::None::None::None::None::None::None::None::None::None::None,14,5,1.0,1.0
DEP-REL-CHG::advmod→nsubj:pass::None::None::None::None,nsubj:pass,5,1.0,1.0
DEP-REL-CHG::advmod→nsubj:pass::None::None::None::None::None::None::None::None::None::None,nsubj:pass,5,1.0,1.0
FW-ADD::SCONJ-ADD→ABSENT::None::None::None::None,ABSENT,5,1.0,1.0
FW-ADD::SCONJ-ADD→ABSENT::None::None::None::None::None::None::None::None::None::None,ABSENT,5,1.0,1.0
DEP-REL-CHG::conj→det::None::None::None::None,det,5,1.0,1.0
DEP-REL-CHG::conj→det::None::None::None::None::None::None::None::None::None::None,det,5,1.0,1.0
DEP-REL-CHG::compound→acl::None::None::None::None,acl,5,1.0,1.0
DEP-REL-CHG::compound→acl::None::None::None::None::None::None::None::None::None::None,acl,5,1.0,1.0
DEP-REL-CHG::cop→case::None::None::None::None,case,5,1.0,1.0
DEP-REL-CHG::cop→case::None::None::None::None::None::None::None::None::None::None,case,5,1.0,1.0
DEP-REL-CHG::obl→cop::None::None::None::None,cop,5,1.0,1.0
DEP-REL-CHG::obl→cop::None::None::None::None::None::None::None::None::None::None,cop,5,1.0,1.0
DEP-REL-CHG::punct→compound:prt::None::None::None::None,compound:prt,5,1.0,1.0
DEP-REL-CHG::punct→compound:prt::None::None::None::None::None::None::None::None::None::None,compound:prt,5,1.0,1.0
DEP-REL-CHG::advmod→obj::None::None::None::None,obj,5,1.0,1.0
DEP-REL-CHG::advmod→obj::None::None::None::None::None::None::None::None::None::None,obj,5,1.0,1.0
LENGTH-CHG::13→18::None::None::None::None,18,5,1.0,1.0
LENGTH-CHG::13→18::None::None::None::None::None::None::None::None::None::None,18,5,1.0,1.0
DEP-REL-CHG::root→acl::None::None::None::None,acl,5,1.0,1.0
DEP-REL-CHG::root→acl::None::None::None::None::None::None::None::None::None::None,acl,5,1.0,1.0
DEP-REL-CHG::ccomp→mark::None::None::None::None,mark,5,1.0,1.0
DEP-REL-CHG::ccomp→mark::None::None::None::None::None::None::None::None::None::None,mark,5,1.0,1.0
DEP-REL-CHG::nmod:poss→aux:pass::None::None::None::None,aux:pass,5,1.0,1.0
DEP-REL-CHG::nmod:poss→aux:pass::None::None::None::None::None::None::None::None::None::None,aux:pass,5,1.0,1.0
DEP-REL-CHG::xcomp→punct::None::None::None::None,punct,5,1.0,1.0
DEP-REL-CHG::xcomp→punct::None::None::None::None::None::None::None::None::None::None,punct,5,1.0,1.0
LENGTH-CHG::14→22::None::None::None::None,22,5,1.0,1.0
LENGTH-CHG::14→22::None::None::None::None::None::None::None::None::None::None,22,5,1.0,1.0
DEP-REL-CHG::appos→cc::None::None::None::None,cc,5,1.0,1.0
DEP-REL-CHG::appos→cc::None::None::None::None::None::None::None::None::None::None,cc,5,1.0,1.0
TED-RTED::34→34::None::None::None::None,34,5,1.0,1.0
TED-RTED::34→34::None::None::None::None::None::None::None::None::None::None,34,5,1.0,1.0
DEP-REL-CHG::obj→acl:relcl::None::None::None::None,acl:relcl,5,1.0,1.0
DEP-REL-CHG::obj→acl:relcl::None::None::None::None::None::None::None::None::None::None,acl:relcl,5,1.0,1.0
DEP-REL-CHG::acl→obl::None::None::None::None,obl,5,1.0,1.0
DEP-REL-CHG::acl→obl::None::None::None::None::None::None::None::None::None::None,obl,5,1.0,1.0
DEP-REL-CHG::appos→ccomp::None::None::None::None,ccomp,5,1.0,1.0
DEP-REL-CHG::appos→ccomp::None::None::None::None::None::None::None::None::None::None,ccomp,5,1.0,1.0
DEP-REL-CHG::advcl→case::None::None::None::None,case,5,1.0,1.0
DEP-REL-CHG::advcl→case::None::None::None::None::None::None::None::None::None::None,case,5,1.0,1.0
DEP-REL-CHG::amod→xcomp::None::None::None::None,xcomp,5,1.0,1.0
DEP-REL-CHG::amod→xcomp::None::None::None::None::None::None::None::None::None::None,xcomp,5,1.0,1.0
DEP-REL-CHG::acl:relcl→aux::None::None::None::None,aux,5,1.0,1.0
DEP-REL-CHG::acl:relcl→aux::None::None::None::None::None::None::None::None::None::None,aux,5,1.0,1.0
LENGTH-CHG::17→16::None::None::None::None,16,5,1.0,1.0
LENGTH-CHG::17→16::None::None::None::None::None::None::None::None::None::None,16,5,1.0,1.0
LENGTH-CHG::15→22::None::None::None::None,22,5,1.0,1.0
LENGTH-CHG::15→22::None::None::None::None::None::None::None::None::None::None,22,5,1.0,1.0
DEP-REL-CHG::appos→nsubj::None::None::None::None,nsubj,5,1.0,1.0
DEP-REL-CHG::appos→nsubj::None::None::None::None::None::None::None::None::None::None,nsubj,5,1.0,1.0
LENGTH-CHG::5→8::None::None::None::None,8,5,1.0,1.0
LENGTH-CHG::5→8::None::None::None::None::None::None::None::None::None::None,8,5,1.0,1.0
DEP-REL-CHG::nmod→aux:pass::None::None::None::None,aux:pass,5,1.0,1.0
DEP-REL-CHG::nmod→aux:pass::None::None::None::None::None::None::None::None::None::None,aux:pass,5,1.0,1.0
LENGTH-CHG::7→12::None::None::None::None,12,5,1.0,1.0
LENGTH-CHG::7→12::None::None::None::None::None::None::None::None::None::None,12,5,1.0,1.0
