newspaper,sentence_id,parse_type,feature_id,feature_name,mnemonic,canonical_value,headline_value,canonical_context,headline_context,added_punctuation,position,context,before,after,deleted_punctuation
The-Hindu,371,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,A former MLC has quit the TDP.,Former MLC quits TDP,,,,,,
The-Hindu,371,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,11,11,A former MLC has quit the TDP.,Former MLC quits TDP,,,,,,
The-Hindu,371,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,10,10,A former MLC has quit the TDP.,Former MLC quits TDP,,,,,,
The-Hindu,371,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,11,11,A former MLC has quit the TDP.,Former MLC quits TDP,,,,,,
The-Hindu,371,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,A former MLC has quit the TDP.,Former MLC quits TDP,,,,,,
The-Hindu,371,both,H-TYPE,Headline Type,H-TYPE,,non-fragment,A former MLC has quit the TDP.,Former MLC quits TDP,,,,,,
The-Hindu,371,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,6,5,A former MLC has quit the TDP.,Former MLC quits TDP,,,,,,
The-Hindu,371,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,14,9,A former MLC has quit the TDP.,Former MLC quits TDP,,,,,,
The-Hindu,371,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,1.71,1.00,A former MLC has quit the TDP.,Former MLC quits TDP,,,,,,
The-Hindu,371,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.17,1.60,A former MLC has quit the TDP.,Former MLC quits TDP,,,,,,
The-Hindu,372,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,compound,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,compound,root,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj,case,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,cop,compound,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,case,nmod,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,9,5,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,constituency,CONST-REM,Constituent Removal,CONST-REM,VP-REM,ABSENT,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,verbal,verbless,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,11,11,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,14,14,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,11,11,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,both,H-TYPE,Headline Type,H-TYPE,,fragment,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,6,5,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,15,10,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.38,1.75,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,372,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.33,1.80,The Nandyal MVI is in the ACB net.,Nandyal MVI in ACB net,,,,,,
The-Hindu,373,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,compound,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,compound,nsubj,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj,root,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux,obj,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,7,4,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Part,Fin,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,9,9,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,8,8,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,9,9,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,8,8,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,both,H-TYPE,Headline Type,H-TYPE,,non-fragment,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,6,5,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,13,9,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,1.50,1.00,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,373,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.00,1.60,The HRF team has visited Hosur.,HRF team visits Hosur,,,,,,
The-Hindu,374,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,machilipatnam,machilipatnam,,,,,,
The-Hindu,374,both,H-TYPE,Headline Type,H-TYPE,,fragment,machilipatnam,machilipatnam,,,,,,
The-Hindu,374,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,3,3,machilipatnam,machilipatnam,,,,,,
The-Hindu,374,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,3,3,machilipatnam,machilipatnam,,,,,,
The-Hindu,374,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,0.00,0.00,machilipatnam,machilipatnam,,,,,,
The-Hindu,374,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,1.00,1.00,machilipatnam,machilipatnam,,,,,,
The-Hindu,375,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,compound,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,compound,root,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj,case,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,cop,nmod,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,nmod,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,10,6,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,constituency,CONST-REM,Constituent Removal,CONST-REM,VP-REM,ABSENT,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,verbal,verbless,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,12,12,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,17,17,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,12,12,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,both,H-TYPE,Headline Type,H-TYPE,,fragment,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,6,7,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,18,14,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.11,1.40,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,375,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.12,1.62,The leather industry is in doldrums in the State.,Leather industry in doldrums in State,,,,,,
The-Hindu,376,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,"All police stations will have Mahila Mitra panels, said the SP.","All police stations will have Mahila Mitra panels, says SP",,,,,,
The-Hindu,376,dependency,FORM-CHG,Surface Form Change,FORM-CHG,said,says,"All police stations will have Mahila Mitra panels, said the SP.","All police stations will have Mahila Mitra panels, says SP",,,,,,
The-Hindu,376,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,ccomp,root,"All police stations will have Mahila Mitra panels, said the SP.","All police stations will have Mahila Mitra panels, says SP",,,,,,
The-Hindu,376,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,parataxis,"All police stations will have Mahila Mitra panels, said the SP.","All police stations will have Mahila Mitra panels, says SP",,,,,,
The-Hindu,376,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,nsubj,"All police stations will have Mahila Mitra panels, said the SP.","All police stations will have Mahila Mitra panels, says SP",,,,,,
The-Hindu,376,dependency,FEAT-CHG,Morphological Feature Change (Tense),TENSE-CHG,Tense=Past,Tense=Pres,"All police stations will have Mahila Mitra panels, said the SP.","All police stations will have Mahila Mitra panels, says SP",,,,,,
The-Hindu,376,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,13,11,"All police stations will have Mahila Mitra panels, said the SP.","All police stations will have Mahila Mitra panels, says SP",,,,,,
The-Hindu,376,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Inf,"All police stations will have Mahila Mitra panels, said the SP.","All police stations will have Mahila Mitra panels, says SP",,,,,,
The-Hindu,376,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Inf,Fin,"All police stations will have Mahila Mitra panels, said the SP.","All police stations will have Mahila Mitra panels, says SP",,,,,,
The-Hindu,376,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Inf,Fin,"All police stations will have Mahila Mitra panels, said the SP.","All police stations will have Mahila Mitra panels, says SP",,,,,,
The-Hindu,376,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Inf,"All police stations will have Mahila Mitra panels, said the SP.","All police stations will have Mahila Mitra panels, says SP",,,,,,
The-Hindu,376,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,3,3,"All police stations will have Mahila Mitra panels, said the SP.","All police stations will have Mahila Mitra panels, says SP",,,,,,
The-Hindu,376,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,7,7,"All police stations will have Mahila Mitra panels, said the SP.","All police stations will have Mahila Mitra panels, says SP",,,,,,
The-Hindu,376,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,7,7,"All police stations will have Mahila Mitra panels, said the SP.","All police stations will have Mahila Mitra panels, says SP",,,,,,
The-Hindu,376,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,7,7,"All police stations will have Mahila Mitra panels, said the SP.","All police stations will have Mahila Mitra panels, says SP",,,,,,
